rank_global,rank_within_view,object_name,view_name,frame_id,image_path,image_exists,mask_height,mask_width,mask_area_pixels,mask_area_ratio,decode_ok,error
91,91,stainless pakkad_0,aria01_214-1,1560,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1560.jpg,True,1408,1408,3370,0.001699904764979339,True,
92,92,stainless pakkad_0,aria01_214-1,1740,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1740.jpg,True,1408,1408,3363,0.0016963738055268596,True,
93,93,stainless pakkad_0,aria01_214-1,210,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/210.jpg,True,1408,1408,2995,0.0015107462228822314,True,
94,94,stainless pakkad_0,aria01_214-1,420,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/420.jpg,True,1408,1408,2824,0.0014244899276859503,True,
95,95,stainless pakkad_0,aria01_214-1,1980,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1980.jpg,True,1408,1408,2795,0.0014098616670971075,True,
96,96,stainless pakkad_0,aria01_214-1,330,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/330.jpg,True,1408,1408,2668,0.0013457999741735536,True,
97,97,stainless pakkad_0,aria01_214-1,180,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/180.jpg,True,1408,1408,2503,0.0012625702156508264,True,
98,98,stainless pakkad_0,aria01_214-1,930,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/930.jpg,True,1408,1408,2480,0.0012509684917355371,True,
99,99,stainless pakkad_0,aria01_214-1,1260,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1260.jpg,True,1408,1408,2467,0.0012444109956095042,True,
100,100,stainless pakkad_0,aria01_214-1,0,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/0.jpg,True,1408,1408,2455,0.0012383579222623967,True,
101,101,stainless pakkad_0,aria01_214-1,90,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/90.jpg,True,1408,1408,2348,0.0011843846849173554,True,
102,102,stainless pakkad_0,aria01_214-1,1230,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1230.jpg,True,1408,1408,2246,0.0011329335614669422,True,
103,103,stainless pakkad_0,aria01_214-1,780,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/780.jpg,True,1408,1408,2152,0.0010855178202479338,True,
104,104,stainless pakkad_0,aria01_214-1,1200,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1200.jpg,True,1408,1408,2088,0.0010532347623966943,True,
105,105,stainless pakkad_0,aria01_214-1,30,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/30.jpg,True,1408,1408,2004,0.0010108632489669422,True,
106,106,stainless pakkad_0,aria01_214-1,840,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/840.jpg,True,1408,1408,1975,0.0009962349883780991,True,
107,107,stainless pakkad_0,aria01_214-1,810,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/810.jpg,True,1408,1408,1735,0.0008751735214359504,True,
108,108,stainless pakkad_0,aria01_214-1,1170,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1170.jpg,True,1408,1408,1489,0.0007510855178202479,True,
109,109,stainless pakkad_0,aria01_214-1,1950,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1950.jpg,True,1408,1408,1451,0.0007319174522210744,True,
110,110,stainless pakkad_0,aria01_214-1,1410,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1410.jpg,True,1408,1408,1220,0.0006153957902892562,True,
111,111,stainless pakkad_0,aria01_214-1,720,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/720.jpg,True,1408,1408,1095,0.0005523429429235537,True,
112,112,stainless pakkad_0,aria01_214-1,1710,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1710.jpg,True,1408,1408,985,0.0004968564372417355,True,
113,113,stainless pakkad_0,aria01_214-1,1350,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1350.jpg,True,1408,1408,847,0.00042724609375,True,
114,114,stainless pakkad_0,aria01_214-1,1680,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1680.jpg,True,1408,1408,486,0.00024514947055785126,True,
115,115,stainless pakkad_0,aria01_214-1,3090,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3090.jpg,True,1408,1408,312,0.00015737990702479338,True,
